iter	Passed	Remaining
1802	1462	6650
1803	1463	6649
1804	1464	6648
1805	1465	6648
1806	1466	6647
1807	1466	6646
1808	1467	6645
1809	1468	6645
1810	1469	6644
1811	1470	6643
1812	1471	6642
1813	1471	6642
1814	1472	6641
1815	1473	6640
1816	1474	6640
1817	1475	6639
1818	1476	6638
1819	1476	6637
1820	1477	6636
1821	1478	6636
1822	1479	6635
1823	1480	6634
1824	1481	6634
1825	1481	6633
1826	1482	6632
1827	1483	6631
1828	1484	6631
1829	1485	6630
1830	1485	6629
1831	1486	6628
1832	1487	6628
1833	1488	6627
1834	1489	6626
1835	1490	6625
1836	1490	6624
1837	1491	6624
1838	1492	6623
1839	1493	6622
1840	1494	6622
1841	1495	6621
1842	1495	6620
1843	1496	6619
1844	1497	6618
1845	1498	6618
1846	1499	6617
1847	1499	6616
1848	1500	6615
1849	1501	6614
1850	1502	6614
1851	1503	6613
1852	1504	6612
1853	1504	6611
1854	1505	6611
1855	1506	6610
1856	1507	6609
1857	1508	6608
1858	1508	6608
1859	1509	6607
1860	1510	6606
1861	1511	6606
1862	1512	6605
1863	1513	6604
1864	1514	6603
1865	1514	6603
1866	1515	6602
1867	1516	6601
1868	1517	6601
1869	1518	6600
1870	1519	6599
1871	1519	6598
1872	1520	6598
1873	1521	6597
1874	1522	6596
1875	1523	6595
1876	1523	6595
1877	1524	6594
1878	1525	6593
1879	1526	6593
1880	1527	6592
1881	1528	6591
1882	1528	6590
1883	1529	6589
1884	1530	6589
1885	1531	6588
1886	1532	6587
1887	1533	6586
1888	1533	6585
1889	1534	6585
1890	1535	6584
1891	1536	6583
1892	1537	6582
1893	1537	6582
1894	1538	6581
1895	1539	6580
1896	1540	6580
1897	1541	6579
1898	1542	6578
1899	1543	6578
1900	1543	6577
1901	1544	6576
1902	1545	6575
1903	1546	6575
1904	1547	6574
1905	1548	6573
1906	1548	6572
1907	1549	6572
1908	1550	6571
1909	1551	6570
1910	1552	6570
1911	1552	6569
1912	1553	6568
1913	1554	6567
1914	1555	6567
1915	1556	6566
1916	1557	6565
1917	1557	6564
1918	1558	6564
1919	1559	6563
1920	1560	6562
1921	1561	6561
1922	1562	6561
1923	1562	6560
1924	1563	6559
1925	1564	6559
1926	1565	6558
1927	1566	6557
1928	1567	6556
1929	1567	6555
1930	1568	6555
1931	1569	6554
1932	1570	6553
1933	1571	6552
1934	1571	6551
1935	1572	6550
1936	1573	6550
1937	1574	6549
1938	1575	6548
1939	1576	6547
1940	1576	6547
1941	1577	6546
1942	1578	6545
1943	1579	6544
1944	1580	6544
1945	1581	6543
1946	1581	6542
1947	1582	6542
1948	1583	6541
1949	1584	6540
1950	1585	6540
1951	1586	6539
1952	1586	6538
1953	1587	6537
1954	1588	6537
1955	1589	6536
1956	1590	6535
1957	1591	6534
1958	1591	6533
1959	1592	6533
1960	1593	6532
1961	1594	6531
1962	1595	6530
1963	1595	6530
1964	1596	6529
1965	1597	6528
1966	1598	6528
1967	1599	6527
1968	1600	6526
1969	1600	6525
1970	1601	6525
1971	1602	6524
1972	1603	6523
1973	1604	6522
1974	1605	6521
1975	1605	6521
1976	1606	6520
1977	1607	6519
1978	1608	6519
1979	1609	6518
1980	1610	6517
1981	1610	6516
1982	1611	6516
1983	1612	6515
1984	1613	6514
1985	1614	6513
1986	1615	6513
1987	1615	6512
1988	1616	6511
1989	1617	6510
1990	1618	6509
1991	1619	6509
1992	1620	6508
1993	1620	6507
1994	1621	6507
1995	1622	6506
1996	1623	6505
1997	1624	6504
1998	1624	6503
1999	1625	6503
2000	1626	6502
2001	1627	6501
2002	1628	6501
2003	1629	6500
2004	1630	6499
2005	1630	6498
2006	1631	6498
2007	1632	6497
2008	1633	6496
2009	1634	6495
2010	1634	6495
2011	1635	6494
2012	1636	6493
2013	1637	6492
2014	1638	6492
2015	1639	6491
2016	1640	6491
2017	1641	6491
2018	1641	6490
2019	1642	6489
2020	1643	6489
2021	1644	6488
2022	1645	6487
2023	1646	6487
2024	1647	6486
2025	1647	6485
2026	1648	6484
2027	1649	6484
2028	1650	6483
2029	1651	6482
2030	1652	6482
2031	1652	6481
2032	1653	6480
2033	1654	6479
2034	1655	6479
2035	1656	6478
2036	1657	6477
2037	1657	6476
2038	1658	6475
2039	1659	6475
2040	1660	6474
2041	1661	6473
2042	1661	6472
2043	1662	6471
2044	1663	6470
2045	1664	6470
2046	1665	6469
2047	1666	6468
2048	1667	6469
2049	1667	6468
2050	1668	6467
2051	1669	6466
2052	1670	6466
2053	1671	6465
2054	1672	6464
2055	1672	6463
2056	1673	6463
2057	1674	6462
2058	1675	6461
2059	1676	6461
2060	1677	6460
2061	1678	6459
2062	1678	6459
2063	1679	6458
2064	1680	6457
2065	1681	6456
2066	1682	6456
2067	1683	6455
2068	1683	6454
2069	1684	6453
2070	1685	6453
2071	1686	6452
2072	1687	6451
2073	1687	6450
2074	1688	6449
2075	1689	6448
2076	1690	6448
2077	1691	6447
2078	1692	6446
2079	1692	6446
2080	1693	6445
2081	1694	6444
2082	1695	6443
2083	1696	6442
2084	1697	6442
2085	1697	6441
2086	1698	6440
2087	1699	6440
2088	1700	6439
2089	1701	6438
2090	1702	6437
2091	1702	6437
2092	1703	6436
2093	1704	6435
2094	1705	6434
2095	1706	6434
2096	1707	6433
2097	1707	6432
2098	1708	6431
2099	1709	6430
2100	1710	6430
2101	1711	6429
2102	1712	6428
2103	1712	6427
2104	1713	6427
2105	1714	6426
2106	1715	6425
2107	1716	6424
2108	1716	6424
2109	1717	6423
2110	1718	6422
2111	1719	6421
2112	1720	6420
2113	1721	6420
2114	1721	6419
2115	1722	6418
2116	1723	6418
2117	1724	6417
2118	1725	6416
2119	1726	6415
2120	1726	6415
2121	1727	6414
2122	1728	6413
2123	1729	6412
2124	1730	6411
2125	1731	6411
2126	1731	6410
2127	1732	6409
2128	1733	6408
2129	1734	6407
2130	1735	6407
2131	1735	6406
2132	1736	6405
2133	1737	6404
2134	1738	6404
2135	1739	6403
2136	1740	6402
2137	1740	6401
2138	1741	6401
2139	1742	6400
2140	1743	6399
2141	1744	6398
2142	1745	6398
2143	1745	6397
2144	1746	6396
2145	1747	6395
2146	1748	6395
2147	1749	6394
2148	1750	6393
2149	1750	6392
2150	1751	6392
2151	1752	6391
2152	1753	6390
2153	1754	6389
2154	1755	6389
2155	1755	6388
2156	1756	6387
2157	1757	6386
2158	1758	6385
2159	1759	6384
2160	1759	6384
2161	1760	6383
2162	1761	6382
2163	1762	6381
2164	1763	6381
2165	1764	6380
2166	1764	6379
2167	1765	6378
2168	1766	6377
2169	1767	6377
2170	1768	6376
2171	1769	6375
2172	1769	6375
2173	1770	6374
2174	1771	6373
2175	1772	6372
2176	1773	6371
2177	1774	6371
2178	1774	6370
2179	1775	6369
2180	1776	6368
2181	1777	6367
2182	1778	6367
2183	1778	6366
2184	1779	6365
2185	1780	6364
2186	1781	6363
2187	1782	6363
2188	1782	6362
2189	1783	6361
2190	1784	6360
2191	1785	6359
2192	1786	6359
2193	1787	6358
2194	1787	6357
2195	1788	6356
2196	1789	6356
2197	1790	6355
2198	1791	6354
2199	1792	6353
2200	1792	6353
2201	1793	6352
2202	1794	6351
2203	1795	6350
2204	1796	6349
2205	1797	6349
2206	1797	6348
2207	1798	6347
2208	1799	6346
2209	1800	6346
2210	1801	6345
2211	1802	6344
2212	1802	6343
2213	1803	6342
2214	1804	6342
2215	1805	6341
2216	1806	6340
2217	1806	6339
2218	1807	6339
2219	1808	6338
2220	1809	6337
2221	1810	6336
2222	1811	6336
2223	1811	6335
2224	1812	6334
2225	1813	6333
2226	1814	6332
2227	1815	6332
2228	1816	6331
2229	1816	6330
2230	1817	6329
2231	1818	6328
2232	1819	6328
2233	1820	6327
2234	1820	6326
2235	1821	6325
2236	1822	6324
2237	1823	6324
2238	1824	6323
2239	1825	6322
2240	1825	6321
2241	1826	6321
2242	1827	6320
2243	1828	6319
2244	1829	6318
2245	1830	6318
2246	1830	6317
2247	1831	6316
2248	1832	6315
2249	1833	6314
2250	1834	6314
2251	1834	6313
2252	1835	6312
2253	1836	6311
2254	1837	6310
2255	1838	6309
2256	1839	6309
2257	1839	6308
2258	1840	6307
2259	1841	6306
2260	1842	6305
2261	1843	6305
2262	1843	6304
2263	1844	6303
2264	1845	6302
2265	1846	6301
2266	1847	6300
2267	1847	6300
2268	1848	6299
2269	1849	6298
2270	1850	6297
2271	1851	6296
2272	1852	6296
2273	1852	6295
2274	1853	6294
2275	1854	6293
2276	1855	6293
2277	1856	6292
2278	1857	6291
2279	1857	6290
2280	1858	6289
2281	1859	6289
2282	1860	6288
2283	1861	6287
2284	1862	6287
2285	1862	6286
2286	1863	6285
2287	1864	6284
2288	1865	6284
2289	1866	6283
2290	1867	6282
2291	1867	6281
2292	1868	6281
2293	1869	6280
2294	1870	6279
2295	1871	6278
2296	1871	6277
2297	1872	6276
2298	1873	6276
2299	1874	6275
2300	1875	6274
2301	1876	6273
2302	1876	6273
2303	1877	6272
2304	1878	6271
2305	1879	6270
2306	1880	6269
2307	1881	6269
2308	1881	6268
2309	1882	6267
2310	1883	6267
2311	1884	6266
2312	1885	6265
2313	1886	6264
2314	1886	6264
2315	1887	6263
2316	1888	6262
2317	1889	6261
2318	1890	6260
2319	1891	6260
2320	1891	6259
2321	1892	6258
2322	1893	6257
2323	1894	6256
2324	1895	6256
2325	1896	6255
2326	1896	6254
2327	1897	6253
2328	1898	6252
2329	1899	6252
2330	1900	6251
2331	1900	6250
2332	1901	6249
2333	1902	6249
2334	1903	6248
2335	1904	6247
2336	1905	6246
2337	1905	6246
2338	1906	6245
2339	1907	6244
2340	1908	6243
2341	1909	6242
2342	1910	6242
2343	1910	6241
2344	1911	6240
2345	1912	6239
2346	1913	6238
2347	1914	6237
2348	1914	6237
2349	1915	6236
2350	1916	6235
2351	1917	6234
2352	1918	6233
2353	1919	6233
2354	1919	6232
2355	1920	6231
2356	1921	6230
2357	1922	6229
2358	1923	6228
2359	1923	6228
2360	1924	6227
2361	1925	6226
2362	1926	6225
2363	1927	6224
2364	1927	6223
2365	1928	6222
2366	1929	6222
2367	1930	6221
2368	1931	6220
2369	1932	6220
2370	1932	6219
2371	1933	6218
2372	1934	6217
2373	1935	6217
2374	1936	6216
2375	1937	6215
2376	1937	6214
2377	1938	6214
2378	1939	6213
2379	1940	6212
2380	1941	6211
2381	1942	6210
2382	1942	6210
2383	1943	6209
2384	1944	6208
2385	1945	6207
2386	1946	6207
2387	1947	6206
2388	1947	6205
2389	1948	6204
2390	1949	6204
2391	1950	6203
2392	1951	6203
2393	1952	6202
2394	1953	6202
2395	1954	6201
2396	1954	6200
2397	1955	6199
2398	1956	6199
2399	1957	6198
2400	1958	6197
2401	1959	6196
2402	1959	6196
2403	1960	6195
2404	1961	6194
2405	1962	6193
2406	1963	6192
2407	1963	6192
2408	1964	6191
2409	1965	6190
2410	1966	6189
2411	1967	6188
2412	1968	6188
2413	1968	6187
2414	1969	6186
2415	1970	6185
2416	1971	6184
2417	1972	6184
2418	1973	6183
2419	1973	6182
2420	1974	6181
2421	1975	6181
2422	1976	6180
2423	1977	6179
2424	1977	6178
2425	1978	6177
2426	1979	6176
2427	1980	6176
2428	1981	6175
2429	1982	6174
2430	1982	6173
2431	1983	6173
2432	1984	6172
2433	1985	6171
2434	1986	6170
2435	1987	6169
2436	1987	6169
2437	1988	6168
2438	1989	6167
2439	1990	6167
2440	1991	6166
2441	1992	6165
2442	1992	6164
2443	1993	6163
2444	1994	6163
2445	1995	6162
2446	1996	6161
2447	1997	6160
2448	1997	6160
2449	1998	6159
2450	1999	6158
2451	2000	6157
2452	2001	6156
2453	2001	6155
2454	2002	6155
2455	2003	6154
2456	2004	6153
2457	2005	6152
2458	2006	6152
2459	2006	6151
2460	2007	6150
2461	2008	6149
2462	2009	6148
2463	2010	6148
2464	2011	6147
2465	2011	6146
2466	2012	6145
2467	2013	6144
2468	2014	6143
2469	2015	6143
2470	2015	6142
2471	2016	6141
2472	2017	6140
2473	2018	6139
2474	2019	6139
2475	2020	6138
2476	2020	6137
2477	2021	6136
2478	2022	6136
2479	2023	6135
2480	2024	6134
2481	2025	6133
2482	2025	6133
2483	2026	6132
2484	2027	6131
2485	2028	6130
2486	2029	6130
2487	2030	6129
2488	2030	6128
2489	2031	6127
2490	2032	6127
2491	2033	6126
2492	2034	6125
2493	2035	6124
2494	2035	6124
2495	2036	6123
2496	2037	6122
2497	2038	6121
2498	2039	6120
2499	2040	6120
2500	2040	6119
2501	2041	6118
2502	2042	6117
2503	2043	6116
2504	2044	6115
2505	2044	6115
2506	2045	6114
2507	2046	6113
2508	2047	6112
2509	2048	6111
2510	2048	6111
2511	2049	6110
2512	2050	6109
2513	2051	6108
2514	2052	6108
2515	2053	6107
2516	2053	6106
2517	2054	6105
2518	2055	6104
2519	2056	6104
2520	2057	6103
2521	2058	6102
2522	2058	6101
2523	2059	6100
2524	2060	6100
2525	2061	6099
2526	2062	6098
2527	2063	6097
2528	2063	6096
2529	2064	6095
2530	2065	6095
2531	2066	6094
2532	2067	6093
2533	2067	6092
2534	2068	6092
2535	2069	6091
2536	2070	6090
2537	2071	6089
2538	2072	6088
2539	2072	6088
2540	2073	6087
2541	2074	6086
2542	2075	6085
2543	2076	6084
2544	2076	6084
2545	2077	6083
2546	2078	6082
2547	2079	6081
2548	2080	6080
2549	2081	6080
2550	2081	6079
2551	2082	6078
2552	2083	6077
2553	2084	6077
2554	2085	6076
2555	2086	6075
2556	2086	6074
2557	2087	6073
2558	2088	6073
2559	2089	6072
2560	2090	6071
2561	2090	6070
2562	2091	6069
2563	2092	6068
2564	2093	6068
2565	2094	6067
2566	2095	6066
2567	2095	6065
2568	2096	6064
2569	2097	6063
2570	2098	6063
2571	2099	6062
2572	2099	6061
2573	2100	6060
2574	2101	6059
2575	2102	6058
2576	2103	6057
2577	2103	6057
2578	2104	6056
2579	2105	6055
2580	2106	6054
2581	2107	6054
2582	2108	6053
2583	2108	6052
2584	2109	6051
2585	2110	6050
2586	2111	6050
2587	2112	6049
2588	2113	6048
2589	2113	6047
2590	2114	6046
2591	2115	6046
2592	2116	6045
2593	2117	6044
2594	2118	6043
2595	2118	6043
2596	2119	6042
2597	2120	6041
2598	2121	6040
2599	2122	6039
2600	2122	6039
2601	2123	6038
2602	2124	6037
2603	2125	6037
2604	2126	6036
2605	2127	6036
2606	2128	6035
2607	2129	6034
2608	2129	6033
2609	2130	6033
2610	2131	6032
2611	2132	6031
2612	2133	6030
2613	2134	6030
2614	2135	6029
2615	2135	6028
2616	2136	6028
2617	2137	6027
2618	2138	6026
2619	2139	6025
2620	2140	6024
2621	2140	6024
2622	2141	6023
2623	2142	6022
2624	2143	6021
2625	2144	6021
2626	2145	6020
2627	2145	6019
2628	2146	6018
2629	2147	6018
2630	2148	6017
2631	2149	6016
2632	2150	6015
2633	2150	6014
2634	2151	6014
2635	2152	6013
2636	2153	6012
2637	2154	6011
2638	2154	6010
2639	2155	6010
2640	2156	6009
2641	2157	6008
2642	2158	6007
2643	2159	6006
2644	2159	6005
2645	2160	6005
2646	2161	6004
2647	2162	6003
2648	2163	6002
2649	2163	6001
2650	2164	6001
2651	2165	6000
2652	2166	5999
2653	2167	5998
2654	2168	5997
2655	2168	5997
2656	2169	5996
2657	2170	5995
2658	2171	5994
2659	2172	5994
2660	2173	5994
2661	2174	5993
2662	2175	5992
2663	2175	5991
2664	2176	5990
2665	2177	5990
2666	2178	5989
2667	2179	5988
2668	2179	5987
2669	2180	5987
2670	2181	5986
2671	2182	5985
2672	2183	5984
2673	2184	5983
2674	2184	5983
2675	2185	5982
2676	2186	5981
2677	2187	5980
2678	2188	5979
2679	2189	5979
2680	2189	5978
2681	2190	5977
2682	2191	5976
2683	2192	5975
2684	2193	5975
2685	2193	5974
2686	2194	5973
2687	2195	5972
2688	2196	5971
2689	2197	5971
2690	2198	5970
2691	2198	5969
2692	2199	5968
2693	2200	5968
2694	2201	5967
2695	2202	5966
2696	2203	5965
2697	2203	5964
2698	2204	5964
2699	2205	5963
2700	2206	5962
2701	2207	5961
2702	2208	5961
2703	2209	5960
2704	2209	5959
2705	2210	5958
2706	2211	5958
2707	2212	5957
2708	2213	5956
2709	2214	5956
2710	2214	5955
2711	2215	5954
2712	2216	5953
2713	2217	5952
2714	2218	5952
2715	2219	5951
2716	2219	5950
2717	2220	5949
2718	2221	5948
2719	2222	5948
2720	2223	5947
2721	2224	5946
2722	2224	5945
2723	2225	5945
2724	2226	5944
2725	2227	5943
2726	2228	5942
2727	2228	5941
2728	2229	5940
2729	2230	5940
2730	2231	5939
2731	2232	5938
2732	2233	5937
2733	2233	5937
2734	2234	5936
2735	2235	5935
2736	2236	5934
2737	2237	5933
2738	2238	5932
2739	2238	5932
2740	2239	5931
2741	2240	5930
2742	2241	5929
2743	2242	5929
2744	2242	5928
2745	2243	5927
2746	2244	5926
2747	2245	5925
2748	2246	5925
2749	2247	5924
2750	2247	5923
2751	2248	5922
2752	2249	5921
2753	2250	5921
2754	2251	5920
2755	2252	5919
2756	2253	5918
2757	2253	5918
2758	2254	5917
2759	2255	5917
2760	2256	5916
2761	2257	5915
2762	2258	5914
2763	2259	5914
2764	2259	5913
2765	2260	5912
2766	2261	5911
2767	2262	5910
2768	2263	5910
2769	2263	5909
2770	2264	5908
2771	2265	5907
2772	2266	5907
2773	2267	5906
2774	2268	5905
2775	2269	5904
2776	2269	5904
2777	2270	5903
2778	2271	5902
2779	2272	5901
2780	2273	5901
2781	2274	5900
2782	2274	5899
2783	2275	5898
2784	2276	5898
2785	2277	5897
2786	2278	5896
2787	2279	5895
2788	2279	5894
2789	2280	5893
2790	2281	5892
2791	2282	5892
2792	2283	5891
2793	2283	5890
2794	2284	5889
2795	2285	5889
2796	2286	5888
2797	2287	5887
2798	2288	5886
2799	2289	5886
2800	2289	5885
2801	2290	5884
2802	2291	5883
2803	2292	5883
2804	2293	5882
2805	2294	5881
2806	2294	5880
2807	2295	5880
2808	2296	5879
2809	2297	5878
2810	2298	5877
2811	2299	5876
2812	2299	5876
2813	2300	5875
2814	2301	5874
2815	2302	5873
2816	2303	5873
2817	2304	5872
2818	2305	5871
2819	2305	5870
2820	2306	5870
2821	2307	5869
2822	2308	5868
2823	2309	5867
2824	2310	5867
2825	2310	5866
2826	2311	5865
2827	2312	5864
2828	2313	5863
2829	2314	5863
2830	2315	5862
2831	2315	5861
2832	2316	5860
2833	2317	5859
2834	2318	5859
2835	2319	5858
2836	2319	5857
2837	2320	5856
2838	2321	5856
2839	2322	5855
2840	2323	5854
2841	2324	5853
2842	2325	5853
2843	2325	5852
2844	2326	5851
2845	2327	5850
2846	2328	5849
2847	2329	5848
2848	2329	5848
2849	2330	5847
2850	2331	5846
2851	2332	5845
2852	2333	5844
2853	2334	5844
2854	2334	5843
2855	2335	5842
2856	2336	5841
2857	2337	5841
2858	2338	5840
2859	2339	5839
2860	2339	5838
2861	2340	5837
2862	2341	5837
2863	2342	5836
2864	2343	5835
2865	2344	5834
2866	2344	5834
2867	2345	5833
2868	2346	5832
2869	2347	5831
2870	2348	5830
2871	2349	5829
2872	2349	5829
2873	2350	5828
2874	2351	5827
2875	2352	5826
2876	2353	5826
2877	2354	5825
2878	2354	5824
2879	2355	5823
2880	2356	5823
2881	2357	5822
2882	2358	5821
2883	2359	5821
2884	2360	5820
2885	2360	5819
2886	2361	5818
2887	2362	5817
2888	2363	5817
2889	2364	5816
2890	2365	5815
2891	2365	5814
2892	2366	5814
2893	2367	5813
2894	2368	5812
2895	2369	5811
2896	2369	5810
2897	2370	5810
2898	2371	5809
2899	2372	5808
2900	2373	5807
2901	2374	5806
2902	2374	5806
2903	2375	5805
2904	2376	5804
2905	2377	5803
2906	2378	5802
2907	2379	5801
2908	2379	5801
2909	2380	5800
2910	2381	5799
2911	2382	5798
2912	2383	5797
2913	2383	5797
2914	2384	5796
2915	2385	5795
2916	2386	5794
2917	2387	5793
2918	2388	5793
2919	2388	5792
2920	2389	5791
2921	2390	5790
2922	2391	5790
2923	2392	5789
2924	2393	5788
2925	2393	5787
2926	2394	5787
2927	2395	5786
2928	2396	5785
2929	2397	5784
2930	2398	5784
2931	2399	5783
2932	2399	5782
2933	2400	5781
2934	2401	5781
2935	2402	5780
2936	2403	5779
2937	2404	5778
2938	2405	5778
2939	2405	5777
2940	2406	5776
2941	2407	5775
2942	2408	5775
2943	2409	5774
2944	2409	5773
2945	2410	5772
2946	2411	5772
2947	2412	5771
2948	2413	5770
2949	2414	5769
2950	2415	5768
2951	2415	5767
2952	2416	5767
2953	2417	5766
2954	2418	5765
2955	2419	5764
2956	2419	5763
2957	2420	5763
2958	2421	5762
2959	2422	5761
2960	2423	5760
2961	2424	5759
2962	2425	5759
2963	2425	5758
2964	2426	5757
2965	2427	5756
2966	2428	5756
2967	2429	5755
2968	2430	5754
2969	2430	5753
2970	2431	5753
2971	2432	5752
2972	2433	5751
2973	2434	5750
2974	2434	5749
2975	2435	5748
2976	2436	5748
2977	2437	5747
2978	2438	5746
2979	2439	5745
2980	2439	5745
2981	2440	5744
2982	2441	5743
2983	2442	5742
2984	2443	5741
2985	2444	5741
2986	2444	5740
2987	2445	5739
2988	2446	5738
2989	2447	5738
2990	2448	5737
2991	2449	5736
2992	2450	5736
2993	2450	5735
2994	2451	5734
2995	2452	5733
2996	2453	5732
2997	2454	5732
2998	2455	5731
2999	2455	5730
3000	2456	5729
3001	2457	5729
3002	2458	5728
3003	2459	5727
3004	2460	5726
3005	2460	5725
3006	2461	5725
3007	2462	5724
3008	2463	5723
3009	2464	5723
3010	2465	5722
3011	2466	5721
3012	2467	5720
3013	2467	5720
3014	2468	5719
3015	2469	5718
3016	2470	5717
3017	2471	5716
3018	2471	5716
3019	2472	5715
3020	2473	5714
3021	2474	5714
3022	2475	5713
3023	2476	5712
3024	2477	5712
3025	2478	5711
3026	2478	5710
3027	2479	5709
3028	2480	5709
3029	2481	5708
3030	2482	5707
3031	2483	5707
3032	2484	5706
3033	2485	5705
3034	2485	5705
3035	2486	5704
3036	2487	5703
3037	2488	5702
3038	2489	5701
3039	2490	5701
3040	2490	5700
3041	2491	5699
3042	2492	5698
3043	2493	5697
3044	2494	5696
3045	2495	5696
3046	2495	5695
3047	2496	5694
3048	2497	5693
3049	2498	5693
3050	2499	5692
3051	2500	5691
3052	2500	5690
3053	2501	5690
3054	2502	5689
3055	2503	5688
3056	2504	5688
3057	2505	5687
3058	2506	5686
3059	2506	5685
3060	2507	5684
3061	2508	5684
3062	2509	5683
3063	2510	5682
3064	2511	5681
3065	2512	5681
3066	2512	5680
3067	2513	5679
3068	2514	5678
3069	2515	5677
3070	2516	5676
3071	2516	5676
3072	2517	5675
3073	2518	5674
3074	2519	5673
3075	2520	5672
3076	2520	5671
3077	2521	5671
3078	2522	5670
3079	2523	5669
3080	2524	5668
3081	2525	5668
3082	2525	5667
3083	2526	5666
3084	2527	5665
3085	2528	5664
3086	2529	5664
3087	2530	5663
3088	2530	5662
3089	2531	5661
3090	2532	5660
3091	2533	5660
3092	2534	5659
3093	2535	5658
3094	2535	5657
3095	2536	5657
3096	2537	5656
3097	2538	5655
3098	2539	5654
3099	2540	5654
3100	2541	5653
3101	2541	5652
3102	2542	5651
3103	2543	5651
3104	2544	5650
3105	2545	5649
3106	2546	5648
3107	2546	5647
3108	2547	5646
3109	2548	5646
3110	2549	5645
3111	2550	5644
3112	2550	5643
3113	2551	5642
3114	2552	5642
3115	2553	5641
3116	2554	5640
3117	2555	5639
3118	2555	5638
3119	2556	5637
3120	2557	5637
3121	2558	5636
3122	2559	5635
3123	2560	5634
3124	2560	5633
3125	2561	5633
3126	2562	5632
3127	2563	5631
3128	2564	5630
3129	2565	5629
3130	2565	5629
3131	2566	5628
3132	2567	5627
3133	2568	5626
3134	2569	5625
3135	2570	5625
3136	2570	5624
3137	2571	5623
3138	2572	5622
3139	2573	5622
3140	2574	5621
3141	2575	5620
3142	2575	5619
3143	2576	5618
3144	2577	5618
3145	2578	5617
3146	2579	5616
3147	2580	5615
3148	2580	5615
3149	2581	5614
3150	2582	5613
3151	2583	5612
3152	2584	5611
3153	2585	5611
3154	2585	5610
3155	2586	5609
3156	2587	5608
3157	2588	5607
3158	2589	5607
3159	2590	5606
3160	2590	5605
3161	2591	5604
3162	2592	5603
3163	2593	5603
3164	2594	5602
3165	2595	5601
3166	2595	5600
3167	2596	5600
3168	2597	5599
3169	2598	5598
3170	2599	5597
3171	2600	5597
3172	2601	5596
3173	2601	5595
3174	2602	5594
3175	2603	5593
3176	2604	5592
3177	2605	5592
3178	2605	5591
3179	2606	5590
3180	2607	5589
3181	2608	5588
3182	2609	5588
3183	2610	5587
3184	2610	5586
3185	2611	5585
3186	2612	5585
3187	2613	5584
3188	2614	5583
3189	2615	5582
3190	2615	5581
3191	2616	5581
3192	2617	5580
3193	2618	5579
3194	2619	5578
3195	2620	5578
3196	2621	5577
3197	2621	5576
3198	2622	5575
3199	2623	5575
3200	2624	5574
3201	2625	5573
3202	2626	5572
3203	2626	5571
3204	2627	5571
3205	2628	5570
3206	2629	5569
3207	2630	5568
3208	2631	5568
3209	2631	5567
3210	2632	5566
3211	2633	5565
3212	2634	5564
3213	2635	5563
3214	2635	5563
3215	2636	5562
3216	2637	5561
3217	2638	5560
3218	2639	5559
3219	2640	5558
3220	2640	5558
3221	2641	5557
3222	2642	5556
3223	2643	5555
3224	2644	5555
3225	2645	5554
3226	2646	5553
3227	2646	5552
3228	2647	5552
3229	2648	5551
3230	2649	5550
3231	2650	5549
3232	2651	5549
3233	2651	5548
3234	2652	5547
3235	2653	5546
3236	2654	5546
3237	2655	5545
3238	2656	5544
3239	2657	5543
3240	2657	5543
3241	2658	5542
3242	2659	5541
3243	2660	5540
3244	2661	5539
3245	2662	5539
3246	2662	5538
3247	2663	5537
3248	2664	5536
3249	2665	5536
3250	2666	5535
3251	2667	5534
3252	2667	5533
3253	2668	5532
3254	2669	5531
3255	2670	5531
3256	2671	5530
3257	2672	5529
3258	2672	5528
3259	2673	5528
3260	2674	5527
3261	2675	5526
3262	2676	5525
3263	2677	5525
3264	2678	5524
3265	2678	5523
3266	2679	5522
3267	2680	5521
3268	2681	5521
3269	2682	5520
3270	2683	5519
3271	2683	5518
3272	2684	5517
3273	2685	5517
3274	2686	5516
3275	2687	5515
3276	2688	5514
3277	2688	5514
3278	2689	5513
3279	2690	5512
3280	2691	5511
3281	2692	5511
3282	2693	5510
3283	2694	5509
3284	2694	5508
3285	2695	5508
3286	2696	5507
3287	2697	5506
3288	2698	5505
3289	2699	5505
3290	2700	5504
3291	2700	5503
3292	2701	5502
3293	2702	5501
3294	2703	5500
3295	2704	5500
3296	2704	5499
3297	2705	5498
3298	2706	5497
3299	2707	5496
3300	2708	5495
3301	2709	5495
3302	2709	5494
3303	2710	5493
3304	2711	5492
3305	2712	5492
3306	2713	5491
3307	2714	5490
3308	2715	5490
3309	2715	5489
3310	2716	5488
3311	2717	5487
3312	2718	5486
3313	2719	5485
3314	2719	5485
3315	2720	5484
3316	2721	5483
3317	2722	5482
3318	2723	5481
3319	2724	5480
3320	2724	5480
3321	2725	5479
3322	2726	5478
3323	2727	5477
3324	2728	5476
3325	2729	5476
3326	2729	5475
3327	2730	5474
3328	2731	5473
3329	2732	5472
3330	2733	5472
3331	2734	5471
3332	2734	5470
3333	2735	5469
3334	2736	5469
3335	2737	5468
3336	2738	5467
3337	2739	5466
3338	2739	5465
3339	2740	5465
3340	2741	5464
3341	2742	5463
3342	2743	5462
3343	2744	5461
3344	2744	5461
3345	2745	5460
3346	2746	5459
3347	2747	5458
3348	2748	5457
3349	2749	5457
3350	2749	5456
3351	2750	5455
3352	2751	5454
3353	2752	5453
3354	2753	5453
3355	2754	5452
