iter	Passed	Remaining
326	244	7238
327	245	7240
328	246	7242
329	247	7244
330	248	7246
331	248	7249
332	249	7251
333	250	7254
334	251	7255
335	252	7257
336	253	7261
337	254	7263
338	254	7265
339	255	7261
340	256	7262
341	256	7250
342	257	7246
343	258	7249
344	258	7237
345	259	7239
346	260	7241
347	261	7244
348	262	7246
349	262	7250
350	263	7253
351	264	7255
352	265	7258
353	266	7259
354	267	7261
355	268	7263
356	268	7249
357	269	7251
358	270	7253
359	270	7255
360	271	7256
361	272	7259
362	273	7261
363	273	7253
364	274	7254
365	275	7255
366	276	7257
367	277	7259
368	278	7260
369	279	7262
370	279	7263
371	280	7259
372	281	7262
373	282	7264
374	283	7266
375	283	7267
376	284	7269
377	285	7261
378	285	7250
379	286	7252
380	287	7255
381	288	7251
382	288	7254
383	289	7256
384	290	7259
385	291	7260
386	292	7263
387	293	7265
388	293	7261
389	294	7262
390	295	7254
391	296	7255
392	296	7256
393	297	7257
394	298	7259
395	299	7261
396	300	7263
397	301	7266
398	302	7270
399	303	7274
400	304	7277
401	304	7278
402	305	7281
403	306	7283
404	307	7286
405	308	7288
406	309	7289
407	309	7287
408	310	7291
409	311	7295
410	312	7291
411	313	7294
412	314	7296
413	315	7298
414	316	7301
415	316	7298
416	317	7299
417	318	7300
418	318	7290
419	319	7292
420	320	7282
421	320	7273
422	321	7274
423	322	7274
424	322	7275
425	323	7277
426	324	7280
427	325	7281
428	326	7283
429	327	7284
430	328	7285
431	328	7286
432	329	7288
433	330	7289
434	331	7290
435	332	7283
436	332	7283
437	333	7284
438	334	7284
439	335	7285
440	335	7282
441	336	7282
442	337	7283
443	338	7284
444	339	7285
445	340	7287
446	341	7288
447	341	7289
448	342	7291
449	343	7292
450	344	7293
451	344	7287
452	345	7289
453	346	7290
454	347	7286
455	348	7287
456	349	7289
457	349	7290
458	350	7291
459	351	7292
460	352	7284
461	352	7277
462	353	7273
463	353	7274
464	354	7275
465	355	7271
466	356	7273
467	357	7275
468	358	7277
469	358	7277
470	359	7278
471	360	7280
472	361	7281
473	362	7282
474	363	7284
475	364	7285
476	364	7286
477	365	7286
478	366	7287
479	367	7288
480	368	7289
481	369	7289
482	370	7290
483	370	7287
484	371	7288
485	372	7289
486	373	7290
487	374	7291
488	374	7292
489	375	7283
490	376	7284
491	376	7278
492	377	7280
493	378	7276
494	379	7277
495	379	7278
496	380	7278
497	381	7279
498	382	7280
499	383	7281
500	384	7283
501	384	7283
502	385	7284
503	386	7285
504	387	7282
505	387	7276
506	388	7277
507	389	7277
508	390	7279
509	391	7279
510	391	7273
511	392	7273
512	393	7276
513	394	7276
514	395	7277
515	395	7277
516	396	7279
517	397	7279
518	398	7280
519	399	7281
520	400	7281
521	401	7282
522	401	7282
523	402	7284
524	403	7285
525	404	7277
526	404	7278
527	405	7279
528	406	7275
529	407	7275
530	408	7276
531	408	7276
532	409	7278
533	410	7279
534	411	7279
535	412	7280
536	413	7282
537	414	7286
538	415	7287
539	416	7288
540	416	7289
541	417	7290
542	418	7290
543	419	7284
544	419	7284
545	420	7285
546	421	7278
547	421	7270
548	422	7271
549	423	7272
550	424	7273
551	425	7275
552	425	7276
553	426	7276
554	427	7277
555	428	7278
556	429	7280
557	430	7280
558	431	7281
559	431	7281
560	432	7281
561	433	7282
562	434	7282
563	435	7282
564	436	7283
565	437	7284
566	437	7285
567	438	7286
568	439	7287
569	440	7287
570	441	7288
571	441	7282
572	442	7283
573	443	7284
574	443	7276
575	444	7276
576	445	7276
577	446	7276
578	447	7277
579	448	7277
580	448	7271
581	449	7272
582	450	7272
583	451	7273
584	451	7273
585	452	7274
586	453	7274
587	454	7274
588	455	7275
589	456	7276
590	457	7276
591	457	7276
592	458	7276
593	459	7272
594	460	7273
595	461	7274
596	461	7275
597	462	7276
598	463	7277
599	464	7277
600	465	7278
601	466	7278
602	467	7278
603	467	7279
604	468	7279
605	469	7279
606	470	7279
607	471	7280
608	472	7282
609	473	7283
610	473	7277
611	474	7277
612	475	7278
613	476	7278
614	477	7279
615	477	7279
616	478	7279
617	479	7279
618	480	7280
619	481	7280
620	482	7281
621	483	7282
622	483	7282
623	484	7283
624	485	7283
625	485	7276
626	486	7277
627	487	7277
628	488	7278
629	489	7278
630	490	7279
631	491	7279
632	491	7279
633	492	7280
634	493	7275
635	493	7269
636	494	7269
637	495	7269
638	496	7269
639	497	7269
640	497	7264
641	498	7264
642	499	7265
643	500	7266
644	501	7267
645	501	7260
646	502	7261
647	503	7261
648	504	7261
649	504	7262
650	505	7263
651	506	7263
652	507	7264
653	508	7264
654	509	7265
655	510	7265
656	510	7265
657	511	7265
658	512	7266
659	513	7266
660	514	7266
661	515	7266
662	516	7267
663	516	7267
664	517	7267
665	518	7267
666	519	7267
667	520	7268
668	521	7268
669	522	7269
670	522	7269
671	523	7270
672	524	7264
673	525	7265
674	525	7266
675	526	7266
676	527	7266
677	528	7266
678	529	7266
679	530	7266
680	531	7266
681	531	7266
682	532	7267
683	533	7266
684	534	7266
685	535	7267
686	535	7261
687	536	7262
688	537	7262
689	538	7262
690	539	7263
691	540	7263
692	540	7263
693	541	7263
694	542	7263
695	543	7264
696	544	7263
697	545	7265
698	545	7265
699	546	7265
700	547	7265
701	548	7265
702	549	7265
703	550	7266
704	551	7266
705	552	7266
706	552	7267
707	553	7267
708	554	7267
709	555	7267
710	556	7267
711	557	7267
712	557	7267
713	558	7267
714	559	7267
715	560	7266
716	561	7266
717	562	7266
718	562	7266
719	563	7267
720	564	7268
721	565	7268
722	566	7268
723	567	7269
724	568	7269
725	569	7269
726	569	7269
727	570	7270
728	571	7270
729	572	7270
730	573	7269
731	574	7269
732	575	7269
733	575	7270
734	576	7270
735	577	7270
736	578	7270
737	579	7270
738	580	7270
739	580	7269
740	581	7269
741	582	7270
742	583	7270
743	584	7270
744	585	7270
745	586	7270
746	586	7270
747	587	7270
748	588	7270
749	589	7270
750	590	7270
751	591	7270
752	592	7270
753	592	7270
754	593	7269
755	594	7269
756	595	7270
757	596	7270
758	597	7270
759	598	7271
760	598	7270
761	599	7270
762	600	7270
763	601	7270
764	602	7270
765	603	7270
766	604	7271
767	604	7271
768	605	7272
769	606	7271
770	607	7271
771	608	7272
772	609	7272
773	610	7272
774	610	7272
775	611	7272
776	612	7272
777	613	7272
778	614	7272
779	615	7272
780	616	7273
781	617	7273
782	617	7273
783	618	7273
784	619	7273
785	620	7274
786	621	7274
787	622	7274
788	623	7274
789	624	7274
790	624	7275
791	625	7275
792	626	7272
793	627	7272
794	628	7272
795	628	7272
796	629	7271
797	630	7269
798	631	7268
799	631	7267
800	632	7267
801	633	7266
802	634	7266
803	635	7266
804	636	7266
805	637	7266
806	637	7266
807	638	7266
808	639	7265
809	640	7265
810	641	7266
811	642	7266
812	643	7266
813	643	7265
814	644	7265
815	645	7265
816	646	7265
817	647	7264
818	648	7264
819	648	7264
820	649	7264
821	650	7263
822	651	7263
823	652	7263
824	653	7263
825	653	7262
826	654	7263
827	655	7263
828	656	7262
829	657	7261
830	658	7261
831	658	7261
832	659	7261
833	660	7258
834	661	7258
835	662	7258
836	662	7257
837	663	7257
838	664	7257
839	665	7257
840	666	7256
841	666	7254
842	667	7254
843	668	7253
844	669	7252
845	669	7248
846	670	7248
847	671	7248
848	672	7248
849	673	7248
850	674	7248
851	675	7247
852	675	7248
853	676	7247
854	677	7247
855	678	7247
856	679	7247
857	679	7243
858	680	7243
859	681	7243
860	682	7240
861	682	7240
862	683	7239
863	684	7239
864	685	7238
865	686	7238
866	687	7238
867	688	7238
868	688	7238
869	689	7237
870	690	7237
871	691	7236
872	692	7236
873	692	7234
874	693	7234
875	694	7233
876	695	7233
877	696	7233
878	697	7233
879	697	7229
880	698	7228
881	699	7227
882	700	7227
883	700	7227
884	701	7226
885	702	7226
886	703	7225
887	704	7224
888	704	7224
889	705	7224
890	706	7224
891	707	7223
892	708	7223
893	709	7223
894	710	7223
895	710	7222
896	711	7221
897	712	7222
898	713	7221
899	714	7221
900	715	7220
901	715	7220
902	716	7220
903	717	7219
904	718	7219
905	719	7218
906	720	7218
907	720	7217
908	721	7217
909	722	7217
910	723	7217
911	724	7217
912	725	7216
913	725	7216
914	726	7215
915	727	7215
916	728	7215
917	729	7214
918	730	7215
919	731	7214
920	731	7214
921	732	7213
922	733	7213
923	734	7213
924	735	7212
925	735	7211
926	736	7211
927	737	7210
928	738	7210
929	739	7208
930	739	7208
931	740	7207
932	741	7207
933	742	7207
934	743	7206
935	744	7205
936	744	7205
937	745	7205
938	746	7205
939	747	7205
940	748	7204
941	749	7205
942	750	7204
943	751	7204
944	751	7204
945	752	7204
946	753	7203
947	754	7203
948	755	7202
949	756	7202
950	756	7202
951	757	7201
952	758	7201
953	759	7200
954	760	7200
955	761	7199
956	761	7199
957	762	7199
958	763	7199
959	764	7198
960	765	7198
961	766	7197
962	766	7197
963	767	7196
964	768	7196
965	769	7193
966	770	7193
967	770	7193
968	771	7192
969	772	7192
970	773	7192
971	774	7191
972	775	7191
973	775	7190
974	776	7189
975	777	7186
976	778	7185
977	778	7185
978	779	7184
979	780	7184
980	781	7183
981	782	7185
982	783	7185
983	784	7184
984	784	7184
985	785	7184
986	786	7184
987	787	7183
988	788	7182
989	789	7182
990	790	7181
991	790	7180
992	791	7180
993	792	7179
994	793	7179
995	794	7179
996	794	7178
997	795	7178
998	796	7177
999	797	7177
1000	798	7176
1001	799	7175
1002	799	7175
1003	800	7174
1004	801	7174
1005	802	7173
1006	803	7173
1007	804	7172
1008	804	7172
1009	805	7172
1010	806	7171
1011	807	7170
1012	808	7170
1013	809	7169
1014	809	7169
1015	810	7168
1016	811	7168
1017	812	7168
1018	813	7167
1019	814	7166
1020	814	7166
1021	815	7165
1022	816	7165
1023	817	7164
1024	818	7164
1025	819	7164
1026	819	7164
1027	820	7163
1028	821	7163
1029	822	7162
1030	823	7161
1031	824	7161
1032	824	7161
1033	825	7160
1034	826	7159
1035	827	7159
1036	828	7159
1037	828	7155
1038	829	7154
1039	830	7153
1040	831	7153
1041	832	7152
1042	832	7152
1043	833	7151
1044	834	7151
1045	835	7151
1046	836	7151
1047	837	7150
1048	837	7150
1049	838	7149
1050	839	7148
1051	840	7148
1052	841	7148
1053	842	7148
1054	843	7147
1055	843	7147
1056	844	7146
1057	845	7146
1058	846	7146
1059	847	7145
1060	848	7145
1061	848	7144
1062	849	7144
1063	850	7143
1064	851	7142
1065	852	7142
1066	853	7141
1067	853	7141
1068	854	7141
1069	855	7140
1070	856	7140
1071	857	7139
1072	858	7139
1073	858	7138
1074	859	7138
1075	860	7137
1076	861	7136
1077	862	7136
1078	863	7136
1079	863	7135
1080	864	7134
1081	865	7134
1082	866	7133
1083	867	7133
1084	868	7132
1085	868	7132
1086	869	7131
1087	870	7130
1088	871	7130
1089	872	7130
1090	873	7129
1091	873	7129
1092	874	7129
1093	875	7128
1094	876	7128
1095	877	7127
1096	878	7127
1097	879	7126
1098	879	7126
1099	880	7126
1100	881	7125
1101	882	7124
1102	883	7124
1103	884	7123
1104	884	7123
1105	885	7122
1106	886	7122
1107	887	7121
1108	888	7121
1109	889	7120
1110	889	7119
1111	890	7118
1112	891	7118
1113	892	7117
1114	893	7117
1115	894	7116
1116	894	7116
1117	895	7116
1118	896	7116
1119	897	7115
1120	898	7115
1121	899	7114
1122	899	7114
1123	900	7113
1124	901	7113
1125	902	7113
1126	903	7112
1127	904	7112
1128	905	7111
1129	905	7111
1130	906	7111
1131	907	7110
1132	908	7109
1133	909	7109
1134	910	7108
1135	910	7107
1136	911	7107
1137	912	7106
1138	913	7105
1139	914	7104
1140	914	7104
1141	915	7103
1142	916	7103
1143	917	7102
1144	918	7102
1145	919	7102
1146	920	7101
1147	920	7101
1148	921	7100
1149	922	7099
1150	923	7099
1151	924	7098
1152	925	7099
1153	926	7099
1154	926	7098
1155	927	7098
1156	928	7097
1157	929	7096
1158	930	7096
1159	931	7095
1160	931	7095
1161	932	7094
1162	933	7093
1163	934	7093
1164	935	7092
1165	936	7091
1166	936	7091
1167	937	7090
1168	938	7089
1169	939	7088
1170	940	7088
1171	940	7087
1172	941	7086
1173	942	7086
1174	943	7085
1175	944	7085
1176	945	7084
1177	945	7083
1178	946	7080
1179	947	7080
1180	948	7080
1181	948	7079
1182	949	7078
1183	950	7078
1184	951	7077
1185	952	7077
1186	953	7076
1187	953	7075
1188	954	7074
1189	955	7074
1190	956	7074
1191	957	7073
1192	958	7072
1193	958	7072
1194	959	7071
1195	960	7071
1196	961	7070
1197	962	7069
1198	963	7069
1199	963	7068
1200	964	7067
1201	965	7067
1202	966	7066
1203	967	7066
1204	968	7065
1205	968	7064
1206	969	7064
1207	970	7063
1208	971	7062
1209	972	7061
1210	972	7061
1211	973	7060
1212	974	7059
1213	975	7058
1214	976	7057
1215	976	7057
1216	977	7056
1217	978	7055
1218	979	7054
1219	980	7053
1220	980	7053
1221	981	7052
1222	982	7051
1223	983	7051
1224	984	7050
1225	985	7049
1226	985	7048
1227	986	7048
1228	987	7047
1229	988	7047
1230	989	7047
1231	990	7046
1232	990	7045
1233	991	7045
1234	992	7044
1235	993	7043
1236	994	7042
1237	995	7042
1238	995	7041
1239	996	7041
1240	997	7040
1241	998	7039
1242	999	7039
1243	1000	7038
1244	1000	7038
1245	1001	7037
1246	1002	7037
1247	1003	7036
1248	1004	7035
1249	1005	7035
1250	1005	7034
1251	1006	7033
1252	1007	7033
1253	1008	7032
1254	1009	7032
1255	1010	7031
1256	1010	7030
1257	1011	7030
1258	1012	7029
1259	1013	7028
1260	1014	7027
1261	1014	7027
1262	1015	7026
1263	1016	7025
1264	1017	7025
1265	1018	7024
1266	1019	7024
1267	1019	7023
1268	1020	7023
1269	1021	7022
1270	1022	7021
1271	1023	7021
1272	1024	7020
1273	1024	7019
1274	1025	7019
1275	1026	7018
1276	1027	7018
1277	1028	7017
1278	1029	7016
1279	1029	7015
1280	1030	7015
1281	1031	7014
1282	1032	7013
1283	1033	7013
1284	1033	7012
1285	1034	7011
1286	1035	7011
1287	1036	7010
1288	1037	7009
1289	1038	7009
1290	1038	7008
1291	1039	7008
1292	1040	7007
1293	1041	7006
1294	1042	7006
1295	1043	7006
1296	1044	7005
1297	1044	7004
1298	1045	7004
1299	1046	7003
1300	1047	7003
1301	1048	7002
1302	1048	7001
1303	1049	7000
1304	1050	7000
1305	1051	6999
1306	1052	6998
1307	1053	6997
1308	1053	6996
1309	1054	6996
1310	1055	6995
1311	1056	6994
1312	1057	6993
1313	1057	6993
1314	1058	6992
1315	1059	6991
1316	1060	6991
1317	1061	6990
1318	1061	6989
1319	1062	6988
1320	1063	6988
1321	1064	6987
1322	1065	6986
1323	1066	6986
1324	1066	6985
1325	1067	6985
1326	1068	6984
1327	1069	6983
1328	1070	6982
1329	1071	6981
1330	1071	6981
1331	1072	6980
1332	1073	6980
1333	1074	6979
1334	1075	6978
1335	1076	6978
1336	1076	6977
1337	1077	6976
1338	1078	6975
1339	1079	6974
1340	1080	6974
1341	1080	6973
1342	1081	6972
1343	1082	6972
1344	1083	6971
1345	1084	6970
1346	1084	6969
1347	1085	6969
1348	1086	6968
1349	1087	6968
1350	1088	6967
1351	1089	6967
1352	1090	6966
1353	1090	6966
1354	1091	6965
1355	1092	6965
1356	1093	6964
1357	1094	6963
1358	1095	6962
1359	1095	6962
1360	1096	6961
1361	1097	6960
1362	1098	6959
1363	1099	6959
1364	1099	6958
1365	1100	6957
1366	1101	6956
1367	1102	6956
1368	1103	6955
1369	1104	6954
1370	1104	6954
1371	1105	6953
1372	1106	6953
1373	1107	6952
1374	1108	6952
1375	1109	6951
1376	1110	6951
1377	1110	6950
1378	1111	6949
1379	1112	6949
1380	1113	6948
1381	1114	6947
1382	1114	6946
1383	1115	6945
1384	1116	6944
1385	1117	6944
1386	1118	6943
1387	1119	6943
1388	1119	6943
1389	1120	6942
1390	1121	6942
1391	1122	6942
1392	1123	6942
1393	1124	6942
1394	1125	6942
1395	1126	6942
1396	1127	6941
1397	1128	6941
1398	1128	6940
1399	1129	6939
1400	1130	6939
1401	1131	6938
1402	1132	6938
1403	1133	6937
1404	1133	6936
1405	1134	6935
1406	1135	6935
1407	1136	6934
1408	1137	6934
1409	1138	6933
1410	1138	6932
1411	1139	6931
1412	1140	6931
1413	1141	6930
1414	1142	6929
1415	1143	6929
1416	1143	6928
1417	1144	6927
1418	1145	6926
1419	1146	6926
1420	1147	6925
1421	1147	6924
1422	1148	6924
1423	1149	6923
1424	1150	6923
1425	1151	6922
1426	1152	6921
1427	1152	6920
1428	1153	6920
1429	1154	6919
1430	1155	6919
1431	1156	6918
1432	1157	6917
1433	1157	6917
1434	1158	6916
1435	1159	6915
1436	1160	6914
1437	1161	6913
1438	1162	6913
1439	1162	6912
1440	1163	6911
1441	1164	6911
1442	1165	6910
1443	1166	6909
1444	1166	6908
1445	1167	6907
1446	1168	6907
1447	1169	6906
1448	1170	6906
1449	1171	6905
1450	1171	6904
1451	1172	6904
1452	1173	6903
1453	1174	6902
1454	1175	6902
1455	1176	6901
1456	1176	6900
1457	1177	6900
1458	1178	6899
1459	1179	6899
1460	1180	6898
1461	1181	6897
1462	1181	6896
1463	1182	6896
1464	1183	6895
1465	1184	6895
1466	1185	6894
1467	1186	6893
1468	1186	6893
1469	1187	6892
1470	1188	6892
1471	1189	6891
1472	1190	6890
1473	1191	6889
1474	1191	6889
1475	1192	6888
1476	1193	6887
1477	1194	6887
1478	1195	6886
1479	1196	6885
1480	1197	6885
1481	1197	6884
1482	1198	6884
1483	1199	6883
1484	1200	6882
1485	1201	6882
1486	1202	6881
1487	1202	6881
1488	1203	6880
1489	1204	6879
1490	1205	6878
1491	1206	6877
1492	1206	6877
1493	1207	6876
1494	1208	6875
1495	1209	6874
1496	1210	6874
1497	1211	6873
1498	1211	6872
1499	1212	6871
1500	1213	6871
1501	1214	6871
1502	1215	6870
1503	1216	6869
1504	1216	6868
1505	1217	6868
1506	1218	6867
1507	1219	6867
1508	1220	6866
1509	1221	6866
1510	1222	6865
1511	1222	6864
1512	1223	6864
1513	1224	6863
1514	1225	6862
1515	1226	6861
1516	1226	6861
1517	1227	6860
1518	1228	6860
1519	1229	6859
1520	1230	6858
1521	1231	6857
1522	1231	6856
1523	1232	6855
1524	1233	6855
1525	1234	6854
1526	1235	6853
1527	1236	6853
1528	1236	6852
1529	1237	6851
1530	1238	6851
1531	1239	6850
1532	1240	6849
1533	1240	6848
1534	1241	6847
1535	1242	6847
1536	1243	6846
1537	1244	6845
1538	1245	6844
1539	1245	6844
1540	1246	6843
1541	1247	6842
1542	1248	6841
1543	1249	6841
1544	1250	6841
1545	1250	6840
1546	1251	6839
1547	1252	6839
1548	1253	6838
1549	1254	6837
1550	1255	6836
1551	1255	6836
1552	1256	6835
1553	1257	6834
1554	1258	6833
1555	1259	6833
1556	1259	6832
1557	1260	6831
1558	1261	6830
1559	1262	6830
1560	1263	6829
1561	1264	6828
1562	1264	6827
1563	1265	6827
1564	1266	6826
1565	1267	6825
1566	1268	6824
1567	1268	6823
1568	1269	6822
1569	1270	6822
1570	1271	6821
1571	1272	6820
1572	1273	6820
1573	1273	6819
1574	1274	6818
1575	1275	6817
1576	1276	6816
1577	1277	6816
1578	1277	6815
1579	1278	6814
1580	1279	6814
1581	1280	6813
1582	1281	6812
1583	1282	6812
1584	1282	6811
1585	1283	6810
1586	1284	6810
1587	1285	6809
1588	1286	6808
1589	1287	6807
1590	1287	6807
1591	1288	6806
1592	1289	6805
1593	1290	6804
1594	1291	6803
1595	1292	6803
1596	1292	6802
1597	1293	6801
1598	1294	6801
1599	1295	6800
1600	1296	6799
1601	1296	6798
1602	1297	6798
1603	1298	6797
1604	1299	6796
1605	1300	6796
1606	1301	6795
1607	1301	6794
1608	1302	6793
1609	1303	6793
1610	1304	6792
1611	1305	6791
1612	1306	6790
1613	1306	6790
1614	1307	6789
1615	1308	6788
1616	1309	6787
1617	1310	6786
1618	1310	6786
1619	1311	6785
1620	1312	6784
1621	1313	6784
1622	1314	6783
1623	1315	6782
1624	1315	6781
1625	1316	6780
1626	1317	6780
1627	1318	6779
1628	1319	6778
1629	1320	6778
1630	1320	6777
1631	1321	6776
1632	1322	6775
1633	1323	6775
1634	1324	6774
1635	1324	6773
1636	1325	6773
1637	1326	6772
1638	1327	6771
1639	1328	6771
1640	1329	6770
1641	1330	6769
1642	1330	6769
1643	1331	6768
1644	1332	6767
1645	1333	6766
1646	1334	6766
1647	1334	6765
1648	1335	6764
1649	1336	6763
1650	1337	6763
1651	1338	6762
1652	1339	6761
1653	1339	6760
1654	1340	6759
1655	1341	6758
1656	1342	6758
1657	1343	6757
1658	1343	6756
1659	1344	6756
1660	1345	6755
1661	1346	6754
1662	1347	6754
1663	1348	6753
1664	1348	6752
1665	1349	6751
1666	1350	6751
1667	1351	6750
1668	1352	6749
1669	1353	6749
1670	1353	6748
1671	1354	6747
1672	1355	6746
1673	1356	6746
1674	1357	6745
1675	1358	6744
1676	1358	6744
1677	1359	6743
1678	1360	6742
1679	1361	6742
1680	1362	6741
1681	1363	6741
1682	1363	6740
1683	1364	6739
1684	1365	6738
1685	1366	6738
1686	1367	6737
1687	1368	6736
1688	1368	6735
1689	1369	6735
1690	1370	6734
1691	1371	6733
1692	1372	6732
1693	1373	6732
1694	1373	6731
1695	1374	6730
1696	1375	6730
1697	1376	6729
1698	1377	6728
1699	1378	6728
1700	1378	6727
1701	1379	6726
1702	1380	6725
1703	1381	6725
1704	1382	6724
1705	1382	6723
1706	1383	6722
1707	1384	6721
1708	1385	6721
1709	1386	6720
1710	1387	6719
1711	1387	6718
1712	1388	6718
1713	1389	6717
1714	1390	6716
1715	1391	6715
1716	1391	6715
1717	1392	6714
1718	1393	6713
1719	1394	6712
1720	1395	6711
1721	1396	6711
1722	1396	6710
1723	1397	6709
1724	1398	6708
1725	1399	6707
1726	1400	6706
1727	1400	6706
1728	1401	6705
1729	1402	6704
1730	1403	6703
1731	1404	6702
1732	1404	6702
1733	1405	6701
1734	1406	6700
1735	1407	6699
1736	1408	6698
1737	1408	6697
1738	1409	6697
1739	1410	6696
1740	1411	6695
1741	1412	6694
1742	1413	6693
1743	1413	6693
1744	1414	6692
1745	1415	6692
1746	1416	6691
1747	1417	6690
1748	1418	6689
1749	1418	6689
1750	1419	6688
1751	1420	6687
1752	1421	6686
1753	1422	6686
1754	1423	6685
1755	1423	6684
1756	1424	6684
1757	1425	6683
1758	1426	6682
1759	1427	6681
1760	1427	6680
1761	1428	6680
1762	1429	6679
1763	1430	6678
1764	1431	6677
1765	1432	6677
1766	1432	6676
1767	1433	6675
1768	1434	6674
1769	1435	6674
1770	1436	6673
1771	1437	6672
1772	1437	6672
1773	1438	6671
1774	1439	6670
1775	1440	6670
1776	1441	6669
1777	1442	6668
1778	1442	6667
1779	1443	6667
1780	1444	6666
1781	1445	6665
1782	1446	6664
1783	1447	6664
1784	1447	6663
1785	1448	6662
1786	1449	6662
1787	1450	6661
1788	1451	6660
1789	1452	6659
1790	1452	6658
1791	1453	6658
1792	1454	6657
1793	1455	6656
1794	1456	6655
1795	1456	6654
1796	1457	6654
1797	1458	6654
1798	1459	6653
1799	1460	6652
1800	1461	6651
1801	1461	6651
