iter	RMSE
604	1.65832866
605	1.656836047
606	1.655301337
607	1.652402983
608	1.650503137
609	1.6493792
610	1.648872897
611	1.64609104
612	1.644776913
613	1.643760723
614	1.642339942
615	1.641557727
616	1.640014938
617	1.638944031
618	1.635821945
619	1.634349852
620	1.633247786
621	1.631500647
622	1.629841432
623	1.628114184
624	1.627283986
625	1.626913793
626	1.62526535
627	1.623520653
628	1.621586541
629	1.619657506
630	1.618001952
631	1.617519995
632	1.616928922
633	1.616071133
634	1.615158074
635	1.614851591
636	1.613442683
637	1.611982253
638	1.609261625
639	1.607783169
640	1.607051484
641	1.603552401
642	1.602715063
643	1.600911371
644	1.599005342
645	1.59868326
646	1.597908382
647	1.596630471
648	1.595740809
649	1.592989805
650	1.591801819
651	1.590944862
652	1.589695282
653	1.58797572
654	1.584505266
655	1.583501745
656	1.582679759
657	1.581966938
658	1.58083792
659	1.580029253
660	1.579207409
661	1.577836606
662	1.576650755
663	1.575134213
664	1.572653133
665	1.571726375
666	1.569994702
667	1.569311584
668	1.56853903
669	1.566881507
670	1.565402406
671	1.564364559
672	1.563959527
673	1.56291725
674	1.562103434
675	1.56145488
676	1.56040964
677	1.55941753
678	1.55837606
679	1.557562861
680	1.556493729
681	1.555441795
682	1.554631101
683	1.552791316
684	1.551798156
685	1.550693508
686	1.550339792
687	1.549796617
688	1.548651269
689	1.547501508
690	1.546440802
691	1.545607804
692	1.544778741
693	1.543278574
694	1.542056277
695	1.539959027
696	1.538764742
697	1.537790795
698	1.534491517
699	1.532997717
700	1.532036223
701	1.529544715
702	1.528637951
703	1.527179554
704	1.526566925
705	1.525400323
706	1.524372054
707	1.523041972
708	1.521767679
709	1.520192223
710	1.518757674
711	1.51776337
712	1.516181203
713	1.514958326
714	1.513891404
715	1.512716519
716	1.511964446
717	1.510802966
718	1.510055401
719	1.507890479
720	1.504868241
721	1.503060712
722	1.501804271
723	1.500884198
724	1.499151903
725	1.496107943
726	1.495405778
727	1.494713948
728	1.494044475
729	1.491249213
730	1.489775985
731	1.488369553
732	1.487469571
733	1.484869884
734	1.483774696
735	1.483044601
736	1.481603498
737	1.480639634
738	1.479311494
739	1.478374526
740	1.477781193
741	1.475627891
742	1.474176789
743	1.472579351
744	1.471554186
745	1.470172424
746	1.469291624
747	1.466925582
748	1.465868767
749	1.465208975
750	1.462481886
751	1.460871016
752	1.458802135
753	1.456815356
754	1.455685018
755	1.452690168
756	1.45154297
757	1.450768759
758	1.449664169
759	1.448408962
760	1.446807526
761	1.445237266
762	1.44415024
763	1.443577002
764	1.443152761
765	1.44260422
766	1.44172899
767	1.438928923
768	1.437615054
769	1.436543126
770	1.435679978
771	1.434503019
772	1.432319639
773	1.431658084
774	1.430839575
775	1.430036305
776	1.429141104
777	1.426247991
778	1.425558613
779	1.424856928
780	1.421885107
781	1.421104564
782	1.420192537
783	1.418930606
784	1.418156515
785	1.417572485
786	1.416076255
787	1.414693488
788	1.413718493
789	1.41315027
790	1.410276734
791	1.408155459
792	1.407509423
793	1.406648583
794	1.405564706
795	1.40446399
796	1.40356886
797	1.403210213
798	1.402394031
799	1.401535141
800	1.400170187
801	1.399024984
802	1.397692678
803	1.397300273
804	1.396913935
805	1.396162355
806	1.395753028
807	1.394625767
808	1.393511852
809	1.391522149
810	1.390944753
811	1.389962474
812	1.388870193
813	1.3878892
814	1.386831709
815	1.385965571
816	1.383366974
817	1.382577376
818	1.382231707
819	1.379767977
820	1.378976417
821	1.376286723
822	1.375268549
823	1.374935851
824	1.373975057
825	1.373188331
826	1.37280991
827	1.372156393
828	1.37178587
829	1.3705105
830	1.368244528
831	1.366831897
832	1.365896098
833	1.365190789
834	1.363844394
835	1.363161668
836	1.362000813
837	1.361092783
838	1.359034527
839	1.357739677
840	1.357045199
841	1.356578378
842	1.355668875
843	1.353710275
844	1.35300692
845	1.352775116
846	1.351923979
847	1.350493552
848	1.349453356
849	1.348993025
850	1.348362196
851	1.347702114
852	1.346001662
853	1.345709307
854	1.345070478
855	1.344069359
856	1.343465643
857	1.343220465
858	1.342540079
859	1.341848523
860	1.341555292
861	1.340867868
862	1.340266665
863	1.339743863
864	1.338722766
865	1.337514456
866	1.337025978
867	1.334603979
868	1.33322595
869	1.332622822
870	1.331668958
871	1.330772707
872	1.330205083
873	1.329677554
874	1.329232774
875	1.328589999
876	1.325913237
877	1.325407812
878	1.324618239
879	1.324399719
880	1.323783491
881	1.323132464
882	1.32134838
883	1.32066049
884	1.320080327
885	1.319409935
886	1.318810875
887	1.318040496
888	1.317604031
889	1.317036442
890	1.316132864
891	1.314615387
892	1.31413949
893	1.313634627
894	1.312336941
895	1.310424971
896	1.309733819
897	1.308165094
898	1.307511891
899	1.306625314
900	1.305622077
901	1.305012962
902	1.303731833
903	1.301853748
904	1.30106903
905	1.30007584
906	1.299217955
907	1.298041606
908	1.297608722
909	1.296112379
910	1.295370222
911	1.293085181
912	1.292002101
913	1.288741019
914	1.287665626
915	1.286815006
916	1.284607633
917	1.28407812
918	1.283559369
919	1.283316341
920	1.28009613
921	1.279727923
922	1.278505334
923	1.277535687
924	1.276785614
925	1.276305024
926	1.275404064
927	1.274694191
928	1.274157686
929	1.273992691
930	1.273693547
931	1.273095303
932	1.270665819
933	1.269438674
934	1.268676732
935	1.267232021
936	1.26508344
937	1.264077557
938	1.263517657
939	1.26303214
940	1.261902694
941	1.261279998
942	1.260770818
943	1.258668446
944	1.257979077
945	1.25758939
946	1.256356346
947	1.254077657
948	1.253102528
949	1.25099535
950	1.250213746
951	1.248218019
952	1.247004985
953	1.246442444
954	1.245871112
955	1.245383999
956	1.242598461
957	1.241013192
958	1.240009742
959	1.239099934
960	1.238060916
961	1.237247189
962	1.236667875
963	1.235484862
964	1.234968359
965	1.234665952
966	1.2337588
967	1.232548736
968	1.231191437
969	1.230260853
970	1.228710815
971	1.228071557
972	1.227194149
973	1.226487869
974	1.2255425
975	1.225202708
976	1.224113071
977	1.223352906
978	1.222620667
979	1.221628388
980	1.221038612
981	1.220533878
982	1.220162151
983	1.219711167
984	1.219328223
985	1.218497153
986	1.217519144
987	1.217223652
988	1.216058397
989	1.215506741
990	1.212545705
991	1.211486453
992	1.210679121
993	1.210130003
994	1.209528212
995	1.206595362
996	1.206179059
997	1.205360595
998	1.204971695
999	1.2046838
1000	1.204298711
1001	1.202396504
1002	1.201641125
1003	1.20060485
1004	1.199758578
1005	1.199412744
1006	1.198562301
1007	1.197831455
1008	1.197529498
1009	1.197061776
1010	1.196647996
1011	1.195849626
1012	1.194546945
1013	1.193098171
1014	1.192630278
1015	1.191569949
1016	1.190447514
1017	1.190064919
1018	1.189681476
1019	1.188886815
1020	1.188466877
1021	1.18735179
1022	1.185918163
1023	1.185265111
1024	1.183598731
1025	1.182174105
1026	1.181296608
1027	1.180652549
1028	1.180286518
1029	1.179618539
1030	1.178871021
1031	1.178147361
1032	1.176272486
1033	1.175663866
1034	1.175063697
1035	1.174397545
1036	1.173687644
1037	1.173185453
1038	1.172611413
1039	1.17195579
1040	1.171445218
1041	1.168644017
1042	1.167887972
1043	1.167326255
1044	1.16644746
1045	1.165855923
1046	1.165360562
1047	1.164127361
1048	1.163643554
1049	1.163053306
1050	1.161830863
1051	1.161549831
1052	1.160579609
1053	1.160308285
1054	1.159843115
1055	1.158355539
1056	1.15560245
1057	1.154808842
1058	1.154270696
1059	1.154108416
1060	1.153716518
1061	1.153395062
1062	1.152892783
1063	1.152388217
1064	1.15158539
1065	1.150895525
1066	1.148556049
1067	1.147328747
1068	1.146884959
1069	1.145075866
1070	1.144395147
1071	1.143713748
1072	1.142872997
1073	1.140183411
1074	1.139188498
1075	1.138479243
1076	1.138047426
1077	1.137573965
1078	1.137290433
1079	1.136832968
1080	1.136281566
1081	1.135817134
1082	1.134876281
1083	1.134358036
1084	1.132606501
1085	1.132105419
1086	1.131451193
1087	1.130300997
1088	1.129741962
1089	1.128779546
1090	1.126148392
1091	1.125214801
1092	1.124573771
1093	1.124071245
1094	1.121819944
1095	1.119971175
1096	1.119047104
1097	1.118616243
1098	1.117943955
1099	1.117521455
1100	1.116409872
1101	1.115496654
1102	1.113965911
1103	1.113651504
1104	1.113080278
1105	1.112196736
1106	1.111729441
1107	1.111103236
1108	1.110179693
1109	1.109583388
1110	1.108887507
1111	1.108437447
1112	1.10674531
1113	1.105983825
1114	1.105377576
1115	1.104305015
1116	1.103664683
1117	1.103368467
1118	1.102568687
1119	1.102004243
1120	1.101507541
1121	1.100759284
1122	1.099996993
1123	1.099789621
1124	1.09927348
1125	1.098188815
1126	1.096578156
1127	1.095824925
1128	1.094742622
1129	1.094333469
1130	1.093774263
1131	1.093517125
1132	1.09323317
1133	1.092749616
1134	1.092158105
1135	1.091864538
1136	1.090730188
1137	1.090411356
1138	1.089864998
1139	1.089518704
1140	1.08867035
1141	1.087951744
1142	1.087106168
1143	1.086240595
1144	1.084012124
1145	1.083399699
1146	1.08305856
1147	1.081618963
1148	1.081198626
1149	1.080853373
1150	1.080409982
1151	1.079977237
1152	1.07947221
1153	1.079024154
1154	1.078292745
1155	1.077481193
1156	1.077126531
1157	1.076780158
1158	1.076220533
1159	1.07571346
1160	1.075072361
1161	1.074430771
1162	1.073753049
1163	1.073452476
1164	1.073000378
1165	1.072612503
1166	1.071983672
1167	1.071571636
1168	1.070581324
1169	1.069599559
1170	1.06910869
1171	1.068115875
1172	1.067932711
1173	1.067377113
1174	1.066413576
1175	1.065614237
1176	1.064237209
1177	1.063598721
1178	1.063086032
1179	1.061644821
1180	1.061100384
1181	1.060739378
1182	1.059966175
1183	1.058995648
1184	1.058409782
1185	1.058004574
1186	1.057073626
1187	1.056543387
1188	1.056183058
1189	1.055261446
1190	1.054251442
1191	1.05398412
1192	1.053017762
1193	1.052383158
1194	1.051776994
1195	1.051202454
1196	1.050785668
1197	1.050226583
1198	1.049507445
1199	1.049007425
1200	1.048253671
1201	1.047678967
1202	1.047407526
1203	1.046835591
1204	1.045934186
1205	1.045546228
1206	1.044823771
1207	1.044273583
1208	1.042734618
1209	1.042157871
1210	1.041831899
1211	1.041236793
1212	1.040871834
1213	1.040426544
1214	1.040030994
1215	1.039448223
1216	1.039031833
1217	1.038822408
1218	1.037909701
1219	1.037322206
1220	1.037002623
1221	1.036594687
1222	1.035762
1223	1.035066956
1224	1.034386022
1225	1.033966361
1226	1.033113152
1227	1.031735169
1228	1.030893904
1229	1.030402953
1230	1.029802639
1231	1.028943383
1232	1.028512533
1233	1.027688305
1234	1.026871261
1235	1.026495314
1236	1.02514003
1237	1.024635538
1238	1.023998578
1239	1.023754894
1240	1.023543455
1241	1.02313533
1242	1.022501732
1243	1.022323352
1244	1.021706012
1245	1.021080106
1246	1.020553542
1247	1.019769833
1248	1.018949293
1249	1.01837649
1250	1.017885769
1251	1.01750558
1252	1.016868624
1253	1.016102429
1254	1.015635044
1255	1.015085608
1256	1.014650697
1257	1.014463655
1258	1.013652837
1259	1.01314372
1260	1.012561882
1261	1.011934054
1262	1.011173932
1263	1.010759801
1264	1.010388374
1265	1.009908946
1266	1.008977802
1267	1.0086288
1268	1.008038729
1269	1.007591662
1270	1.007066847
1271	1.006518752
1272	1.006065262
1273	1.005299655
1274	1.004941119
1275	1.004368328
1276	1.003936016
1277	1.003351301
1278	1.003027294
1279	1.002465533
1280	1.002035588
1281	1.001281937
1282	1.000517114
1283	1.000112481
1284	0.9999527756
1285	0.9992440044
1286	0.9985521729
1287	0.9981567971
1288	0.9974547519
1289	0.9969387708
1290	0.996116123
1291	0.995804222
1292	0.9951098146
1293	0.9947700156
1294	0.9943089629
1295	0.9932097485
1296	0.9925933366
1297	0.9921342447
1298	0.9917980146
1299	0.9914470786
1300	0.9909457047
1301	0.9904204761
1302	0.9901135458
1303	0.9895834327
1304	0.9889120509
1305	0.9883576579
1306	0.9876711028
1307	0.9869525504
1308	0.9862760122
1309	0.9857606195
1310	0.9854013824
1311	0.9850150074
1312	0.9845340653
1313	0.9838929702
1314	0.9834271934
1315	0.9829657089
1316	0.9824122747
1317	0.981927232
1318	0.9816080566
1319	0.9812062293
1320	0.980811529
1321	0.980442274
1322	0.9800353515
1323	0.9795562916
1324	0.9785220873
1325	0.9778690105
1326	0.9771917909
1327	0.976726109
1328	0.9762640428
1329	0.975806475
1330	0.975352335
1331	0.9749197906
1332	0.9744759272
1333	0.9740047347
1334	0.9735248394
1335	0.9729314938
1336	0.9724742064
1337	0.9718261792
1338	0.971373409
1339	0.970937828
1340	0.9706559123
1341	0.9703893306
1342	0.9699542425
1343	0.9695975173
1344	0.9691666526
1345	0.9688075226
1346	0.9682330413
1347	0.9678142076
1348	0.9672148645
1349	0.9666464775
1350	0.9662383931
1351	0.9658192976
1352	0.9653744266
1353	0.9651613234
1354	0.9645445975
1355	0.964112677
1356	0.9637017278
1357	0.963273034
1358	0.9628750682
1359	0.9624729684
1360	0.9621340272
1361	0.9615292203
1362	0.9611360316
1363	0.9607054702
1364	0.9601679679
1365	0.959747315
1366	0.9594370672
1367	0.9590880002
1368	0.9587000042
1369	0.9582317869
1370	0.9577023388
1371	0.9571285562
1372	0.9567984806
1373	0.9564119083
1374	0.9560303306
1375	0.9556881288
1376	0.9553140013
1377	0.9549430599
1378	0.9544743865
1379	0.9541718425
1380	0.9538482454
1381	0.9534342011
1382	0.9530819068
1383	0.9525791642
1384	0.9522160384
1385	0.9517727751
1386	0.9515405869
1387	0.9509683748
1388	0.9505661537
1389	0.9499998773
1390	0.9494387929
1391	0.9492932733
1392	0.9488669903
1393	0.9485526898
1394	0.9483153309
1395	0.9477605558
1396	0.947605163
1397	0.9470559295
1398	0.9465117314
1399	0.9460730871
1400	0.945580339
1401	0.9451836904
1402	0.9449249846
1403	0.9445832602
1404	0.9440499574
1405	0.9435679386
1406	0.9431657013
1407	0.9427902212
1408	0.9424251397
1409	0.9419489238
1410	0.9415904094
1411	0.9413617484
1412	0.9408403006
1413	0.9404036114
1414	0.9398182306
1415	0.939334595
1416	0.9386184381
1417	0.9383026478
1418	0.9378376841
1419	0.9374329558
1420	0.9370771204
1421	0.9359256744
1422	0.9354177536
1423	0.9351246695
1424	0.9346218991
1425	0.9334834552
1426	0.9330344616
1427	0.9326685542
1428	0.9324430597
1429	0.9321886249
1430	0.9318739841
1431	0.931569866
1432	0.9312603575
1433	0.9308454384
1434	0.9303555286
1435	0.9297538526
1436	0.9293110476
1437	0.9288858561
1438	0.9284036189
1439	0.9279821894
1440	0.9275048245
1441	0.927167715
1442	0.9268062002
1443	0.9263927031
1444	0.9260431082
1445	0.9257789884
1446	0.9253903986
1447	0.9249607165
1448	0.9245854173
1449	0.9243313154
1450	0.9240418785
1451	0.9235536735
1452	0.9231306878
1453	0.9226990765
1454	0.9218322966
1455	0.9215674315
1456	0.9211051626
1457	0.92032212
1458	0.9195402986
1459	0.9192583002
1460	0.9184084642
1461	0.9179902998
1462	0.9175130157
1463	0.9171985336
1464	0.9167902746
1465	0.9163769858
1466	0.9156018149
1467	0.9151851136
1468	0.9148512349
1469	0.914403285
1470	0.9139594398
1471	0.9135528303
1472	0.9132839237
1473	0.9128203996
1474	0.9124012483
1475	0.9120818022
1476	0.9117584467
1477	0.9114677689
1478	0.9111861397
1479	0.9104208376
1480	0.9100327337
1481	0.9095314327
1482	0.9090807532
1483	0.9088165979
1484	0.908496008
1485	0.9080551311
1486	0.9076886261
1487	0.9072387519
1488	0.906164912
1489	0.9059055906
1490	0.9056356866
1491	0.9048155672
1492	0.904438139
1493	0.9041786925
1494	0.9036929874
1495	0.9032499256
1496	0.9028253925
1497	0.902386517
1498	0.9016382854
1499	0.9013857506
1500	0.9009969793
1501	0.9006194987
1502	0.8998215679
1503	0.8995156193
1504	0.8987773138
1505	0.8984327787
1506	0.89802857
1507	0.8978438488
1508	0.8974130553
1509	0.8963730902
1510	0.8959496156
1511	0.8956243948
1512	0.8948969158
1513	0.8944720379
1514	0.89430273
1515	0.8939190191
1516	0.8934983717
1517	0.8932943697
1518	0.8928888868
1519	0.8925581138
1520	0.8921438713
1521	0.8917432587
1522	0.890720715
1523	0.890311839
1524	0.8897272659
1525	0.8893555583
1526	0.8890710867
1527	0.8887161772
1528	0.888604319
1529	0.8878854229
1530	0.8875839066
1531	0.8871865063
1532	0.8867776159
1533	0.8865483168
1534	0.8862566717
1535	0.8855338135
1536	0.8853066061
1537	0.8849440093
1538	0.8846633288
1539	0.8842683302
1540	0.8839640468
1541	0.8836057855
1542	0.883306204
1543	0.8830324052
1544	0.8826537813
1545	0.8822986786
1546	0.8819160466
1547	0.8816545418
1548	0.8814365395
1549	0.881097762
1550	0.8808247245
1551	0.8804756426
1552	0.8802615909
1553	0.879919031
1554	0.8795744778
1555	0.8791314326
1556	0.8787591741
1557	0.8784889906
1558	0.8781547207
1559	0.8778137386
1560	0.8774737827
1561	0.8771621814
1562	0.8767842864
1563	0.876577473
1564	0.8761345521
1565	0.8758790441
1566	0.8755158213
1567	0.8751836922
1568	0.8748032106
1569	0.8744126797
1570	0.8740545825
1571	0.8738255398
1572	0.8734520915
1573	0.8731795312
1574	0.8728258315
1575	0.8724928366
1576	0.8722227039
1577	0.8718977162
1578	0.8715346076
1579	0.8713398499
1580	0.8706549382
1581	0.8703356774
1582	0.8701452651
1583	0.8697675131
1584	0.8690146204
1585	0.8688627982
1586	0.8685045536
1587	0.868189806
1588	0.8680031597
1589	0.8678172529
1590	0.8675009751
1591	0.8671144805
1592	0.8667149238
1593	0.8663817646
1594	0.8660270447
1595	0.8657656269
1596	0.8655168375
1597	0.8652080445
1598	0.8649458299
1599	0.8642927334
1600	0.8639404497
1601	0.8637086397
1602	0.8635205595
1603	0.8633397971
1604	0.8630058879
1605	0.8627036815
1606	0.8623739943
1607	0.8622118729
1608	0.8618858383
1609	0.861587853
1610	0.8608797596
1611	0.8607978342
1612	0.8600966347
1613	0.8597529081
1614	0.8596032779
1615	0.8592420385
1616	0.8582911015
1617	0.8581188662
1618	0.8577993075
1619	0.8575815271
1620	0.8573231814
1621	0.8569776013
1622	0.8568074957
1623	0.8561160739
1624	0.8559155439
1625	0.855258947
1626	0.8549488798
1627	0.8546423778
1628	0.8543249644
1629	0.8540548444
